,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2SinceDate,CompetitionOpenSinceDate,avg_cust_visit_per_day,avg_sales_per_day,avg_sales_per_customer
718,719,c,Extended,8190.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,456.7524115755627,5383.604501607717,11.786701865540303
719,720,a,Extended,15320.0,3,2011,1,14,2013,"Feb,May,Aug,Nov",2013-04-08 00:00:00,2011-03-01 00:00:00,717.4795918367347,7166.128826530612,9.98792008590161
720,721,a,Extended,3590.0,9,2012,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,2012-09-01 00:00:00,756.204081632653,7673.413265306122,10.147278296540184
721,722,a,Basic,50.0,0,0,0,0,0,0,0,0,1583.0663265306123,9836.646683673469,6.213666805250724
722,723,d,Extended,5650.0,9,2008,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2008-09-01 00:00:00,566.8386683738796,7032.10371318822,12.405829216559258
723,724,d,Extended,5900.0,0,0,0,0,0,0,0,0,699.1065468549423,6812.905006418485,9.745159785826031
724,725,d,Extended,17540.0,6,2012,0,0,0,0,0,2012-06-01 00:00:00,595.3571428571429,5747.4247448979595,9.653742822863999
725,726,a,Extended,40540.0,2,2002,0,0,0,0,0,2002-02-01 00:00:00,1064.5333333333333,11048.673076923076,10.378888787189764
726,727,a,Basic,2050.0,3,2007,0,0,0,0,0,2007-03-01 00:00:00,452.8335467349552,4529.290653008963,10.00210935268886
727,728,d,Basic,13990.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,458.06048906048903,5245.70785070785,11.45199810065943
728,729,c,Extended,8980.0,6,2011,0,0,0,0,0,2011-06-01 00:00:00,1082.3350449293966,10548.913992297817,9.746440385274552
729,730,c,Basic,1190.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,984.2755102040817,8055.372448979592,8.184062658746203
730,731,a,Basic,15270.0,0,0,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,0,950.9175257731958,9249.2293814433,9.726636780537518
731,732,a,Extended,35280.0,0,0,0,0,0,0,0,0,661.4597961494903,5816.439411098528,8.793337773448
732,733,b,Extra,860.0,10,1999,0,0,0,0,0,1999-10-01 00:00:00,3403.458598726115,14933.288747346072,4.387680447452915
733,734,a,Basic,220.0,0,0,1,36,2013,"Mar,Jun,Sept,Dec",2013-09-09 00:00:00,0,566.0513478818999,5980.523748395379,10.565337881048816
734,735,d,Extended,1920.0,4,2005,0,0,0,0,0,2005-04-01 00:00:00,544.3371794871795,5518.541025641026,10.138093140799326
735,736,c,Extended,1650.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,509.2829581993569,5244.075562700965,10.296978287359442
736,737,a,Basic,100.0,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2007-05-01 00:00:00,898.4120667522465,6117.901155327343,6.809682752195787
737,738,d,Extended,5980.0,10,2005,0,0,0,0,0,2005-10-01 00:00:00,701.7150192554557,8508.600770218229,12.12543630496345
738,739,d,Extended,2770.0,6,2008,1,22,2011,"Jan,Apr,Jul,Oct",2011-05-30 00:00:00,2008-06-01 00:00:00,765.3038585209003,9557.665594855305,12.488719988067702
739,740,d,Basic,6400.0,3,2014,0,0,0,0,0,2014-03-01 00:00:00,509.15108834827146,6978.176696542893,13.705512678330276
740,741,d,Extended,11900.0,0,0,0,0,0,0,0,0,920.2308673469388,7619.468112244898,8.279952762519388
741,742,d,Extended,4380.0,0,0,0,0,0,0,0,0,872.7766367137356,8025.888318356868,9.195810223079219
742,743,a,Basic,6710.0,11,2003,1,14,2012,"Jan,Apr,Jul,Oct",2012-04-02 00:00:00,2003-11-01 00:00:00,418.3282051282051,3816.5897435897436,9.123433937283938
743,744,a,Basic,1370.0,12,2011,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2011-12-01 00:00:00,834.8115702479339,7457.067768595041,8.932635859826833
744,745,a,Basic,17650.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2013-11-01 00:00:00,709.6294871794872,7499.078205128205,10.567596669262217
745,746,d,Extended,4330.0,2,2011,1,35,2011,"Mar,Jun,Sept,Dec",2011-08-29 00:00:00,2011-02-01 00:00:00,509.04993597951346,6039.549295774648,11.864355280103027
746,747,c,Extended,45740.0,8,2008,0,0,0,0,0,2008-08-01 00:00:00,701.3474358974358,8027.1461538461535,11.445320454582845
747,748,d,Basic,2380.0,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2010-03-01 00:00:00,487.65725288831834,5737.6765083440305,11.765797543993576
748,749,a,Basic,3410.0,8,2011,1,14,2015,"Jan,Apr,Jul,Oct",2015-04-06 00:00:00,2011-08-01 00:00:00,636.4313222079589,5189.860077021823,8.154627052321594
749,750,d,Basic,8670.0,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2002-02-01 00:00:00,402.8022508038585,4997.352090032155,12.406465157677525
750,751,a,Basic,650.0,10,2006,0,0,0,0,0,2006-10-01 00:00:00,573.7432605905007,4216.215661103979,7.3486103466638015
751,752,a,Basic,970.0,3,2013,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2013-03-01 00:00:00,459.3992297817715,5251.659820282413,11.431581682836322
752,753,d,Extended,540.0,11,2012,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,2012-11-01 00:00:00,764.3157894736842,8710.279845956355,11.39617938804371
753,754,c,Extended,380.0,5,2008,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,2008-05-01 00:00:00,965.5588235294117,8086.957800511509,8.375417015973417
754,755,d,Extended,13130.0,12,2003,0,0,0,0,0,2003-12-01 00:00:00,895.4199743918053,10483.216389244559,11.707597204725142
755,756,a,Extended,50.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,2346.5725288831836,16574.816431322208,7.06341535465377
756,757,a,Extended,3450.0,0,0,0,0,0,0,0,0,535.8558558558559,6219.787644787645,11.607202901335382
757,758,a,Extended,19780.0,6,2008,0,0,0,0,0,2008-06-01 00:00:00,636.8152454780362,4868.3669250646,7.644865539313647
758,759,a,Basic,110.0,11,2012,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2012-11-01 00:00:00,774.4480102695763,7010.137355584082,9.051785610687972
759,760,a,Basic,560.0,1,2011,0,0,0,0,0,2011-01-01 00:00:00,1227.2458172458173,7638.3642213642215,6.22398879998322
760,761,a,Basic,2390.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,994.9464285714286,8729.478316326531,8.773817429407286
761,762,d,Extended,1280.0,0,0,1,10,2013,"Mar,Jun,Sept,Dec",2013-03-11 00:00:00,0,389.6356487549148,3886.8899082568805,9.975704021635293
762,763,d,Extended,32240.0,3,2010,0,0,0,0,0,2010-03-01 00:00:00,586.2755102040817,6125.251275510204,10.447735184057088
763,764,a,Extended,26490.0,0,0,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,0,396.2685788787484,3538.9882659713167,8.930781935789536
764,765,a,Extended,25430.0,5,1999,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,1999-05-01 00:00:00,710.7142857142857,8506.867438867439,11.969461723029562
765,766,d,Extended,9820.0,0,0,0,0,0,0,0,0,529.7025723472669,6123.943729903537,11.561098717656877
766,767,a,Extended,13080.0,0,0,0,0,0,0,0,0,615.297193877551,6023.40306122449,9.789420659089167
767,768,a,Extended,2630.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,1345.4426020408164,12991.838010204081,9.656181534981565
768,769,b,Extra,840.0,0,0,1,48,2012,"Jan,Apr,Jul,Oct",2012-11-26 00:00:00,0,3081.052016985138,10825.902335456476,3.5137032013012903
769,770,a,Extended,100.0,4,2015,0,0,0,0,0,2015-04-01 00:00:00,733.2605905006418,6477.788189987163,8.834223840619037
770,771,a,Basic,20640.0,9,2007,0,0,0,0,0,2007-09-01 00:00:00,689.0225080385852,6722.011254019292,9.755865992178677
771,772,d,Extended,1850.0,0,0,0,0,0,0,0,0,488.1353767560664,3582.199233716475,7.338536406687423
772,773,a,Basic,200.0,0,0,0,0,0,0,0,0,791.8553137003842,5716.108834827145,7.2186278679061315
773,774,a,Extended,640.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,713.4158163265306,5493.743622448979,7.7006193256787725
774,775,d,Extended,6970.0,12,2005,1,22,2011,"Jan,Apr,Jul,Oct",2011-05-30 00:00:00,2005-12-01 00:00:00,621.0948553054662,8690.889067524116,13.992853093670808
775,776,c,Basic,700.0,4,2009,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2009-04-01 00:00:00,534.5682989690722,4804.806701030928,8.988199843307418
776,777,d,Extended,8250.0,10,2004,1,10,2013,"Mar,Jun,Sept,Dec",2013-03-11 00:00:00,2004-10-01 00:00:00,350.5109114249037,3991.3504492939664,11.387235943863349
777,778,a,Basic,340.0,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2003-06-01 00:00:00,800.491961414791,5901.257234726688,7.372038095544138
778,779,a,Basic,16990.0,4,2004,0,0,0,0,0,2004-04-01 00:00:00,700.0833333333334,7128.521794871795,10.182390374772233
779,780,a,Basic,18160.0,0,0,0,0,0,0,0,0,788.9948717948718,6547.1884615384615,8.298138169953333
780,781,a,Basic,630.0,4,2007,0,0,0,0,0,2007-04-01 00:00:00,672.9589743589744,4922.442307692308,7.314624658035313
781,782,c,Extended,5390.0,8,2003,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2003-08-01 00:00:00,513.2130937098844,5488.799743260591,10.694972148086636
782,783,d,Extended,15490.0,0,0,0,0,0,0,0,0,678.6675191815857,6860.185421994885,10.108315527266834
783,784,a,Basic,560.0,10,2014,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2014-10-01 00:00:00,825.1668806161746,7751.309370988447,9.393626371916833
784,785,d,Extended,970.0,7,2005,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2005-07-01 00:00:00,561.3915275994865,6511.518613607189,11.598890067775837
785,786,a,Basic,290.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2006-11-01 00:00:00,553.0205128205129,3563.674358974359,6.444018397796715
786,787,c,Extended,3210.0,6,2009,0,0,0,0,0,2009-06-01 00:00:00,1141.9679487179487,10227.147435897436,8.955721959954419
787,788,a,Extended,1530.0,3,2013,0,0,0,0,0,2013-03-01 00:00:00,1717.9017857142858,17961.914540816328,10.455728429985855
788,789,a,Extended,9770.0,7,2003,0,0,0,0,0,2003-07-01 00:00:00,469.2097812097812,3380.011583011583,7.20362558149741
789,790,d,Extended,9070.0,12,2003,0,0,0,0,0,2003-12-01 00:00:00,682.3597951344431,7453.021766965429,10.922422188571332
790,791,a,Basic,5950.0,4,2007,0,0,0,0,0,2007-04-01 00:00:00,810.3992297817715,7668.776636713736,9.462961408266422
791,792,d,Basic,17280.0,10,2009,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2009-10-01 00:00:00,691.7265725288831,7389.373555840822,10.68250642566182
792,793,d,Basic,2710.0,7,2006,0,0,0,0,0,2006-07-01 00:00:00,457.8587933247754,4832.121951219512,10.553738448770858
793,794,c,Extended,5090.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,521.8294871794872,3083.8128205128205,5.909617789483253
794,795,d,Basic,510.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,467.29910141206676,4553.673940949936,9.744666589749084
795,796,a,Extended,7180.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,667.7971758664955,7244.772785622593,10.848762240155013
796,797,a,Basic,2090.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2012-10-01 00:00:00,414.4951768488746,4208.231511254019,10.15266701833866
797,798,a,Basic,9560.0,4,2001,0,0,0,0,0,2001-04-01 00:00:00,900.5910256410257,7468.274358974359,8.292636886602956
798,799,a,Extended,2700.0,0,0,0,0,0,0,0,0,898.6315789473684,9894.987163029526,11.011172314487583
799,800,d,Basic,2020.0,7,2014,0,0,0,0,0,2014-07-01 00:00:00,499.31450577663674,5337.432605905006,10.689520420807987
800,801,d,Basic,48330.0,4,2013,0,0,0,0,0,2013-04-01 00:00:00,474.3813775510204,4845.2295918367345,10.213785407956118
801,802,a,Extended,910.0,0,0,1,22,2011,"Feb,May,Aug,Nov",2011-05-30 00:00:00,0,522.9910714285714,6841.0752551020405,13.080673129687213
802,803,d,Basic,1760.0,0,0,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,0,492.0949284785436,6047.678803641093,12.289658871997062
803,804,c,Extended,2100.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,440.39871382636653,4922.186495176848,11.176659560176397
804,805,d,Basic,24770.0,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,2011-10-01 00:00:00,572.4292604501608,6084.228295819936,10.628786325554485
805,806,d,Basic,260.0,0,0,1,44,2010,"Feb,May,Aug,Nov",2010-11-01 00:00:00,0,525.323151125402,6808.287781350482,12.960189869350053
806,807,a,Basic,3870.0,4,2008,0,0,0,0,0,2008-04-01 00:00:00,982.1152368758003,9820.042253521127,9.998869669062048
807,808,a,Basic,18620.0,0,0,1,31,2009,"Feb,May,Aug,Nov",2009-08-03 00:00:00,0,601.3910256410256,7291.133333333333,12.123781404223115
808,809,a,Basic,12770.0,10,2000,0,0,0,0,0,2000-10-01 00:00:00,802.2130937098844,9393.61489088575,11.70962549045964
809,810,d,Extended,9640.0,11,2013,0,0,0,0,0,2013-11-01 00:00:00,488.8408215661104,5930.421052631579,12.131599471648368
810,811,a,Basic,410.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,682.7704081632653,4132.038265306122,6.051870754653535
811,812,d,Basic,2590.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,776.4487179487179,6366.778205128205,8.199869557320476
812,813,a,Basic,1560.0,9,2003,0,0,0,0,0,2003-09-01 00:00:00,650.2406692406693,5810.714285714285,8.936251699697369
813,814,d,Extended,24530.0,7,2013,0,0,0,0,0,2013-07-01 00:00:00,695.2659846547315,8476.763427109974,12.192115843722066
814,815,a,Basic,590.0,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,1900-01-01 00:00:00,815.4372990353697,8395.837620578779,10.296116734555465
815,816,c,Extended,460.0,0,0,0,0,0,0,0,0,742.6264441591784,5133.07702182285,6.912057956183688
816,817,a,Basic,140.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,3130.5739795918366,21757.48341836735,6.949998166535608
817,818,d,Basic,490.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,635.2637644046094,6110.572343149808,9.61895307987044
818,819,a,Extended,720.0,10,2014,0,0,0,0,0,2014-10-01 00:00:00,539.954081632653,6091.100765306122,11.280775481664163
819,820,a,Extended,1650.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,0,1089.5916398713825,12085.850482315112,11.092091789307185
820,821,a,Basic,1700.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,851.1428571428571,6937.491071428572,8.150795149378986
821,822,a,Extended,410.0,11,2010,1,48,2010,"Mar,Jun,Sept,Dec",2010-11-29 00:00:00,2010-11-01 00:00:00,636.6849489795918,7737.664540816327,12.153050819274744
822,823,a,Extended,16210.0,11,2010,0,0,0,0,0,2010-11-01 00:00:00,570.0012755102041,5802.383928571428,10.179598148052836
823,824,a,Basic,17570.0,0,0,0,0,0,0,0,0,862.8239795918367,6834.3125,7.920865276870267
824,825,a,Basic,380.0,5,2011,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2011-05-01 00:00:00,537.0546623794212,4562.921221864952,8.496195157582145
825,826,a,Extended,7980.0,6,2005,0,0,0,0,0,2005-06-01 00:00:00,771.0863402061856,8839.186855670103,11.463290678066658
826,827,a,Extended,250.0,1,2005,0,0,0,0,0,2005-01-01 00:00:00,1663.441890166028,12771.665389527458,7.677854853260139
827,828,d,Extended,3290.0,12,2014,0,0,0,0,0,2014-12-01 00:00:00,587.0653846153846,5199.946153846154,8.857524715501484
828,829,c,Basic,110.0,0,0,0,0,0,0,0,0,790.9206145966709,5920.669654289372,7.48579509121609
829,830,a,Extended,6320.0,0,0,1,5,2011,"Jan,Apr,Jul,Oct",2011-01-31 00:00:00,0,526.4589743589744,6174.879487179487,11.72908011435863
830,831,a,Basic,800.0,6,2007,0,0,0,0,0,2007-06-01 00:00:00,1576.961489088575,12689.002567394095,8.046488551047537
831,832,d,Basic,5070.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,554.4417413572343,6550.293213828425,11.814213695011075
832,833,d,Extended,3290.0,12,1999,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,1999-12-01 00:00:00,506.18228498074456,5511.350449293966,10.88807453920206
833,834,a,Basic,3470.0,3,2012,0,0,0,0,0,2012-03-01 00:00:00,639.4362244897959,5868.5420918367345,9.177681631220103
834,835,a,Basic,2890.0,12,2007,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,2007-12-01 00:00:00,657.553966189857,5174.633289986996,7.8695187863757985
835,836,a,Basic,2720.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,711.4615384615385,5906.002564102564,8.301225357696328
836,837,a,Extended,14600.0,4,2015,0,0,0,0,0,2015-04-01 00:00:00,460.1531291611185,3473.721704394141,7.549055921290602
837,838,d,Extended,6890.0,0,0,1,48,2011,"Mar,Jun,Sept,Dec",2011-11-28 00:00:00,0,817.7314578005115,7987.2723785166245,9.767598277312633
838,839,c,Basic,240.0,1,2015,0,0,0,0,0,2015-01-01 00:00:00,647.0625,5127.158163265306,7.92374486740509
839,840,a,Basic,1070.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,1055.8354591836735,7319.0204081632655,6.9319706441967925
840,841,a,Basic,27650.0,8,2004,0,0,0,0,0,2004-08-01 00:00:00,412.1730769230769,2972.608974358974,7.212040622715749
841,842,d,Extended,1200.0,11,2007,0,0,0,0,0,2007-11-01 00:00:00,1149.242765273312,18574.79581993569,16.16263889685505
842,843,c,Basic,60.0,4,2006,0,0,0,0,0,2006-04-01 00:00:00,1116.2448979591836,9468.706632653062,8.482642697820683
843,844,a,Basic,2030.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2012-09-01 00:00:00,454.2284980744544,4178.712451861361,9.199582301805316
844,845,d,Basic,7860.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2005-11-01 00:00:00,357.9072164948454,4828.561855670103,13.491099461358987
845,846,a,Extended,8860.0,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2004-04-01 00:00:00,864.620025673941,9224.637997432606,10.669008030715371
846,847,c,Extended,190.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,1010.7538659793814,7111.761597938144,7.036096360657619
847,848,a,Extended,370.0,7,2007,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2007-07-01 00:00:00,753.1743119266055,6630.602883355177,8.803543586602446
848,849,c,Extended,5000.0,0,0,0,0,0,0,0,0,889.1390306122449,8155.218112244898,9.172039277849903
849,850,d,Basic,1120.0,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2007-05-01 00:00:00,652.2108667529108,6193.765847347995,9.496569534611105
850,851,d,Extended,2330.0,0,0,1,49,2014,"Mar,Jun,Sept,Dec",2014-12-08 00:00:00,0,469.69614147909965,5453.463022508038,11.610619166116152
851,852,c,Basic,940.0,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2004-04-01 00:00:00,583.9308578745198,4606.513444302177,7.888799473741916
852,853,a,Basic,14040.0,0,0,0,0,0,0,0,0,1020.2509652509652,9243.104247104247,9.059637836099075
853,854,c,Basic,4770.0,0,0,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,0,680.7346153846154,6577.1435897435895,9.661832145890656
854,855,a,Basic,3440.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,614.3603603603603,5762.671814671815,9.379953829201565
855,856,a,Basic,3020.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,957.8864795918367,7142.380102040816,7.456395151421537
856,857,c,Basic,6270.0,8,2005,1,23,2014,"Mar,Jun,Sept,Dec",2014-06-09 00:00:00,2005-08-01 00:00:00,922.9833546734956,7446.322663252241,8.067667337171395
857,858,a,Basic,3370.0,12,2008,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2008-12-01 00:00:00,418.0996784565916,4755.604501607717,11.374331879811427
858,859,c,Basic,21770.0,7,2015,0,0,0,0,0,2015-07-01 00:00:00,726.2524115755627,7503.749196141479,10.332150470746841
859,860,c,Extended,5980.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,732.0485933503836,5781.333759590792,7.897472670675084
860,861,c,Extended,740.0,0,0,1,14,2013,"Mar,Jun,Sept,Dec",2013-04-08 00:00:00,0,509.5523560209424,3500.3494764397906,6.869459899614178
861,862,a,Extended,2840.0,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2010-03-01 00:00:00,1118.1454081632653,8565.13392857143,7.660125298587996
862,863,a,Extended,21370.0,11,2010,0,0,0,0,0,2010-11-01 00:00:00,918.7023675310033,7707.847801578354,8.389929180538699
863,864,a,Basic,1020.0,10,2012,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2012-10-01 00:00:00,587.967824967825,4268.436293436293,7.259642640598357
864,865,d,Extended,2640.0,0,0,0,0,0,0,0,0,637.160462130937,7566.584082156611,11.875476480211464
865,866,d,Basic,9680.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,486.00384122919337,6873.391805377721,14.142669712226235
866,867,d,Extended,21810.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,410.0977272727273,4329.221590909091,10.55656079759259
867,868,d,Extended,1360.0,8,2005,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2005-08-01 00:00:00,652.1075544174136,9578.29961587708,14.688220602557255
868,869,c,Basic,230.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2001-10-01 00:00:00,870.0846153846154,5973.307692307692,6.865203207468769
869,870,a,Basic,780.0,4,2009,0,0,0,0,0,2009-04-01 00:00:00,868.5608808290156,6929.204663212436,7.977799617913618
870,871,d,Extended,10620.0,0,0,0,0,0,0,0,0,479.62996158770807,6260.498079385403,13.052766884415268
871,872,a,Extended,3860.0,9,2014,1,23,2015,"Mar,Jun,Sept,Dec",2015-06-08 00:00:00,2014-09-01 00:00:00,821.7252888318357,8536.406931964057,10.38839506095694
872,873,a,Basic,2040.0,11,2008,0,0,0,0,0,2008-11-01 00:00:00,456.2564102564103,3833.344871794872,8.401733730470944
873,874,a,Basic,3210.0,0,0,0,0,0,0,0,0,509.76785714285717,4583.692602040816,8.99172542523858
874,875,d,Basic,5070.0,11,2007,1,18,2015,"Feb,May,Aug,Nov",2015-05-04 00:00:00,2007-11-01 00:00:00,470.23106546854945,5061.662387676508,10.764202451475525
875,876,a,Basic,21790.0,4,2005,1,18,2015,"Feb,May,Aug,Nov",2015-05-04 00:00:00,2005-04-01 00:00:00,1016.9791122715404,9228.909921671018,9.074827408261298
876,877,a,Extended,29190.0,0,0,0,0,0,0,0,0,873.4937965260546,6331.502481389578,7.248480191353852
877,878,d,Extended,1100.0,12,2014,0,0,0,0,0,2014-12-01 00:00:00,795.7294871794871,8720.084615384616,10.958604344666805
878,879,d,Basic,100000.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,347.3263665594855,3762.983922829582,10.834144151233353
879,880,a,Extended,4570.0,0,0,0,0,0,0,0,0,790.2548262548263,7507.059202059202,9.49954236614617
880,881,a,Basic,180.0,3,2008,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2008-03-01 00:00:00,620.405648267009,4203.016688061617,6.774626729788783
881,882,a,Basic,30.0,4,2013,0,0,0,0,0,2013-04-01 00:00:00,842.3420026007802,6607.352405721716,7.844025805814181
882,883,a,Basic,3200.0,6,2005,0,0,0,0,0,2005-06-01 00:00:00,502.61745827984595,4768.650834403081,9.487634692840304
883,884,d,Extended,7550.0,0,0,0,0,0,0,0,0,530.0691318327974,5536.90996784566,10.445637437329962
884,885,a,Basic,480.0,12,2005,0,0,0,0,0,2005-12-01 00:00:00,729.2448453608248,5458.6752577319585,7.485380654327488
885,886,a,Extended,12430.0,10,2004,0,0,0,0,0,2004-10-01 00:00:00,609.0012836970475,6442.724005134788,10.579163258939488
886,887,d,Basic,19700.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,577.1282383419689,6887.370466321244,11.933864969262228
887,888,d,Basic,4450.0,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,2012-06-01 00:00:00,743.4094387755102,7998.741071428572,10.759536608256568
888,889,d,Basic,18670.0,12,2005,0,0,0,0,0,2005-12-01 00:00:00,452.95384615384614,4144.4371794871795,9.149800172089758
889,890,a,Basic,4450.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,444.6768488745981,5729.583601286174,12.884825499206404
890,891,a,Extended,350.0,0,0,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,0,1097.4600515463917,7976.407216494846,7.268061562018204
891,892,a,Basic,19370.0,4,2002,0,0,0,0,0,2002-04-01 00:00:00,780.0474358974359,7599.162820512821,9.741923978982213
892,893,a,Basic,130.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,827.8536977491962,6396.59003215434,7.726715541098217
893,894,a,Basic,190.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,1034.7120622568093,8468.47989623865,8.184383081190779
894,895,a,Extended,4150.0,0,0,0,0,0,0,0,0,881.7207207207207,9329.359073359074,10.580854973821227
895,896,a,Extended,170.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,1087.7448979591836,6937.665816326531,6.378026529329544
896,897,c,Extended,3290.0,1,2007,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2007-01-01 00:00:00,345.61053984575835,3492.9447300771208,10.106592037488145
897,898,a,Basic,18540.0,0,0,0,0,0,0,0,0,710.9194373401534,6615.434782608696,9.305463369182592
898,899,d,Basic,2590.0,0,0,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,0,562.5115384615384,5268.315384615385,9.365701900131963
899,900,a,Basic,3920.0,4,2005,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2005-04-01 00:00:00,549.0257234726688,5844.512861736334,10.645244133132646
900,901,a,Extended,3170.0,4,2014,0,0,0,0,0,2014-04-01 00:00:00,638.7066326530612,7231.0420918367345,11.321382497314007
